,Fecha,Strike,volat impli
13,16/09/2022,8500.0,22.2930908203125
14,16/09/2022,8600.0,22.003173828125
15,16/09/2022,8700.0,21.636962890625
16,16/09/2022,8800.0,21.3470458984375
17,16/09/2022,8900.0,21.0113525390625
18,16/09/2022,9000.0,20.6298828125
19,16/09/2022,9100.0,20.3399658203125
0,16/12/2022,7200.0,25.722503662109375
1,16/12/2022,7300.0,25.26092529296875
2,16/12/2022,7400.0,24.80316162109375
3,16/12/2022,7500.0,24.34539794921875
4,16/12/2022,7600.0,23.8189697265625
5,16/12/2022,7700.0,23.3306884765625
6,16/12/2022,7800.0,22.861480712890625
7,16/12/2022,7900.0,22.312164306640625
8,16/12/2022,8000.0,21.820068359375
9,16/12/2022,8100.0,21.5911865234375
10,16/12/2022,8200.0,21.44622802734375
11,16/12/2022,8300.0,21.2860107421875
12,16/12/2022,8400.0,21.1181640625
13,16/12/2022,8500.0,20.94268798828125
14,16/12/2022,8600.0,20.763397216796875
15,16/12/2022,8700.0,20.580291748046875
16,16/12/2022,8800.0,20.397186279296875
17,16/12/2022,8900.0,20.221710205078125
18,16/12/2022,9000.0,20.0042724609375
19,16/12/2022,9600.0,18.707275390625
0,17/03/2023,7200.0,24.7039794921875
1,17/03/2023,7300.0,24.3072509765625
2,17/03/2023,7400.0,23.876190185546875
3,17/03/2023,7500.0,23.41461181640625
4,17/03/2023,7600.0,22.960662841796875
5,17/03/2023,7700.0,22.541046142578125
6,17/03/2023,7800.0,22.04132080078125
7,17/03/2023,7900.0,21.6064453125
8,17/03/2023,8000.0,21.23260498046875
9,17/03/2023,8100.0,21.167755126953125
10,17/03/2023,8200.0,21.11053466796875
11,17/03/2023,8300.0,21.03424072265625
12,17/03/2023,8400.0,20.931243896484375
13,17/03/2023,8500.0,20.847320556640625
14,17/03/2023,8600.0,20.740509033203125
15,17/03/2023,8700.0,20.618438720703125
16,17/03/2023,8800.0,20.519256591796875
17,17/03/2023,8900.0,20.404815673828125
18,17/03/2023,9000.0,20.2789306640625
0,16/06/2023,7200.0,22.258758544921875
1,16/06/2023,7300.0,21.91925048828125
2,16/06/2023,7400.0,21.5911865234375
3,16/06/2023,7500.0,21.23260498046875
4,16/06/2023,7600.0,20.847320556640625
5,16/06/2023,7700.0,20.4620361328125
6,16/06/2023,7800.0,20.076751708984375
7,16/06/2023,7900.0,19.845962524414062
8,16/06/2023,8000.0,21.312713623046875
9,16/06/2023,8100.0,19.945144653320312
10,16/06/2023,8200.0,19.985198974609375
11,16/06/2023,8300.0,19.983291625976562
12,16/06/2023,8400.0,20.000457763671875
13,16/06/2023,8500.0,20.008087158203125
14,16/06/2023,8600.0,20.008087158203125
15,16/06/2023,8700.0,19.969940185546875
16,16/06/2023,8800.0,19.962310791015625
17,16/06/2023,8900.0,19.92034912109375
18,16/06/2023,9000.0,19.8822021484375
0,15/09/2023,7200.0,20.656585693359375
1,15/09/2023,7300.0,20.395278930664062
2,15/09/2023,7400.0,20.107269287109375
3,15/09/2023,7500.0,19.82879638671875
4,15/09/2023,7600.0,19.52362060546875
5,15/09/2023,7700.0,19.18792724609375
6,15/09/2023,7800.0,18.94378662109375
7,15/09/2023,7900.0,19.06585693359375
8,15/09/2023,8000.0,21.4385986328125
9,15/09/2023,8100.0,19.269943237304688
10,15/09/2023,8200.0,19.357681274414062
11,15/09/2023,8300.0,19.411087036132812
12,15/09/2023,8400.0,19.458770751953125
13,15/09/2023,8500.0,19.504547119140625
14,15/09/2023,8600.0,19.548416137695312
15,15/09/2023,8700.0,19.565582275390625
16,15/09/2023,8800.0,19.586563110351562
17,15/09/2023,8900.0,19.611358642578125
18,15/09/2023,9000.0,19.61517333984375
